Detect Persistent changes in pattern
=============== Training the model Using Change Point Detection Algorithm===============
=============== End of training process ===============
Alert	Score	P-Value	Martingale value
0	78.34	0.11	23.13
0	79.00	0.12	15.04
0	79.27	0.14	10.21
0	79.06	0.17	5.98
0	78.39	0.23	3.17
0	77.82	0.28	1.11
0	78.06	0.28	0.18
0	79.09	0.21	0.01
0	80.27	0.14	0.00
0	80.96	0.11	0.00
0	80.82	0.14	0.00
0	80.08	0.23	0.00
0	78.72	0.42	0.00
0	76.82	0.30	0.00
0	74.71	0.09	0.00
0	72.92	0.02	0.00
0	71.79	0.02	0.00
0	71.42	0.05	0.00
0	71.69	0.09	0.00
0	72.32	0.15	0.00
0	72.51	0.19	0.00
0	71.87	0.18	0.00
0	70.69	0.15	0.00
0	69.78	0.14	0.00
0	69.57	0.16	0.00
0	69.74	0.20	0.00
0	69.72	0.23	0.00
0	69.30	0.22	0.00
0	68.52	0.19	0.00
0	67.90	0.16	0.00
0	67.47	0.13	0.00
0	67.20	0.11	0.00
0	66.64	0.09	0.00
0	65.88	0.06	0.00
0	64.80	0.05	0.00
0	63.82	0.04	0.00
0	62.94	0.05	0.00
0	62.53	0.07	0.00
0	62.40	0.10	0.00
0	62.26	0.12	0.00
0	61.62	0.11	0.00
0	60.40	0.08	0.01
0	58.79	0.06	0.02
0	57.31	0.05	0.05
0	56.13	0.05	0.20
0	55.18	0.06	0.64
0	54.44	0.07	1.46
0	53.98	0.09	2.30
0	53.93	0.12	2.41
0	53.87	0.15	1.90
0	53.50	0.16	1.09
0	53.00	0.16	0.47
0	52.53	0.17	0.15
0	52.47	0.19	0.04
0	52.56	0.22	0.01
0	52.89	0.26	0.00
0	53.23	0.31	0.00
0	53.56	0.36	0.00
0	53.69	0.40	0.00
0	53.58	0.41	0.00
0	53.33	0.39	0.00
0	53.20	0.38	0.00
0	53.40	0.46	0.00
0	53.71	0.38	0.00
0	54.00	0.21	0.00
0	54.17	0.12	0.00
0	54.38	0.07	0.00
0	54.68	0.04	0.00
0	54.87	0.05	0.00
0	55.18	0.05	0.00
0	55.49	0.05	0.00
0	55.90	0.04	0.00
0	55.84	0.08	0.00
0	55.44	0.18	0.00
0	54.86	0.33	0.00
0	54.44	0.48	0.00
0	53.91	0.34	0.00
0	53.24	0.16	0.00
0	52.38	0.04	0.00
0	51.71	0.02	0.00
0	51.22	0.03	0.03
0	51.12	0.06	0.13
0	51.48	0.12	0.21
0	52.31	0.24	0.11
0	53.39	0.42	0.02
0	54.47	0.40	0.00
0	55.22	0.28	0.00
0	55.70	0.21	0.00
0	55.88	0.20	0.00
0	55.97	0.19	0.00
0	55.94	0.20	0.00
0	55.88	0.21	0.00
0	55.88	0.21	0.00
0	56.03	0.21	0.00
0	56.36	0.19	0.00
0	56.92	0.16	0.00
0	57.77	0.11	0.00
0	58.93	0.06	0.00
0	60.21	0.04	0.00
0	61.53	0.03	0.00
0	62.74	0.03	0.00
0	64.02	0.03	0.00
0	65.18	0.04	0.00
0	66.12	0.05	0.01
0	66.52	0.08	0.03
0	66.42	0.11	0.05
0	65.98	0.16	0.05
0	65.50	0.21	0.05
0	65.10	0.26	0.04
0	65.00	0.29	0.03
0	65.04	0.32	0.02
0	65.27	0.32	0.01
0	65.44	0.33	0.01
0	65.74	0.33	0.00
0	65.99	0.32	0.00
0	66.22	0.30	0.00
0	66.30	0.29	0.00
0	66.56	0.23	0.00
0	66.90	0.13	0.00
0	67.37	0.04	0.00
0	67.86	0.02	0.00
0	68.36	0.02	0.00
0	68.84	0.03	0.00
0	69.11	0.05	0.00
0	69.41	0.07	0.00
0	69.58	0.09	0.00
0	69.78	0.11	0.00
0	69.87	0.13	0.00
0	70.16	0.13	0.00
0	70.77	0.10	0.01
0	71.52	0.07	0.02
0	72.30	0.05	0.11
0	72.94	0.05	0.53
0	73.89	0.04	2.94
0	75.24	0.03	21.57
0	76.73	0.03	148.23
0	77.94	0.03	516.79
0	78.78	0.05	490.84
0	79.86	0.05	219.71
0	81.43	0.05	111.31
0	83.91	0.04	96.29
0	87.10	0.03	172.10
0	90.97	0.02	460.60
1	95.23	0.02	1586.54 <-- alert is on, predicted changepoint
0	99.56	0.03	5526.71
0	103.74	0.03	18859.23
0	107.43	0.04	51109.61
0	111.13	0.05	92860.84
0	115.51	0.06	115636.77
0	120.81	0.05	113851.70
0	125.89	0.06	106092.32
0	129.23	0.07	68530.70
0	130.66	0.10	25099.09
0	130.89	0.13	6202.08
0	129.91	0.16	1469.87
0	126.70	0.23	360.03
0	119.91	0.34	68.68
0	110.60	0.49	8.95
0	100.50	0.30	1.35
0	92.77	0.16	0.26
0	87.96	0.10	0.07
0	85.90	0.09	0.02
0	85.18	0.10	0.01
0	86.06	0.13	0.00
0	88.19	0.18	0.00
0	90.62	0.23	0.00
0	92.07	0.27	0.00
0	92.44	0.30	0.00
0	92.89	0.33	0.00
0	93.90	0.37	0.00
0	95.80	0.43	0.00
0	97.99	0.50	0.00
0	99.61	0.43	0.00
0	99.89	0.37	0.00
0	98.90	0.34	0.00
0	97.59	0.33	0.00
0	96.70	0.32	0.00
0	96.69	0.31	0.00
0	98.24	0.25	0.00
0	101.91	0.11	0.00
0	107.46	0.02	0.00
0	113.56	0.01	0.00
0	119.30	0.01	0.00
0	124.32	0.02	0.00
0	129.02	0.03	0.00
0	132.59	0.04	0.00
0	134.94	0.06	0.00
0	135.53	0.09	0.01
0	135.63	0.12	0.03
0	135.08	0.16	0.08
0	134.54	0.20	0.15
0	133.44	0.24	0.23
0	131.87	0.29	0.26
0	129.77	0.35	0.25
0	127.24	0.43	0.19
0	125.19	0.50	0.13
0	123.82	0.43	0.08
0	123.79	0.39	0.02
0	124.34	0.35	0.00
0	124.27	0.30	0.00
0	122.68	0.19	0.00
0	120.61	0.10	0.00
0	119.73	0.10	0.00
0	120.99	0.17	0.00
0	122.71	0.27	0.00
0	123.99	0.36	0.00
0	123.98	0.38	0.00
0	123.69	0.39	0.00
0	123.32	0.39	0.00
0	123.21	0.41	0.00
0	123.11	0.42	0.00
0	122.93	0.41	0.00
0	122.53	0.36	0.00
0	121.63	0.22	0.00
0	120.19	0.09	0.00
0	118.47	0.02	0.00
0	117.39	0.02	0.00
0	117.27	0.06	0.00
0	117.84	0.12	0.00
0	118.06	0.17	0.00
0	117.96	0.18	0.00
0	118.09	0.21	0.00
0	119.08	0.32	0.00
0	120.40	0.47	0.00
0	120.98	0.45	0.00
0	120.42	0.49	0.00
0	118.63	0.32	0.00
0	116.06	0.09	0.00
0	113.26	0.01	0.00
0	110.84	0.01	0.00
0	109.07	0.02	0.02
0	107.10	0.02	0.14
0	104.59	0.03	0.43
0	101.48	0.03	0.39
0	98.67	0.03	0.30
0	96.54	0.05	0.35
0	95.37	0.07	0.56
0	94.76	0.10	0.92
0	93.93	0.12	1.37
0	92.62	0.13	2.14
0	91.03	0.13	4.63
0	89.83	0.14	13.35
0	89.03	0.16	34.25
0	88.00	0.16	92.48
0	86.99	0.16	172.89
0	86.22	0.16	97.99
0	86.54	0.19	7.12
0	87.57	0.24	0.38
0	89.27	0.32	0.03
0	90.91	0.42	0.00
0	92.57	0.47	0.00
0	93.77	0.35	0.00
0	94.87	0.25	0.00
0	95.50	0.18	0.00
0	95.77	0.15	0.00
0	95.91	0.15	0.00
0	96.26	0.14	0.00
0	96.83	0.13	0.00
0	96.92	0.16	0.00
0	96.68	0.20	0.00
0	96.51	0.24	0.00
0	97.20	0.22	0.00
0	98.18	0.19	0.00
0	99.17	0.16	0.00
0	99.44	0.16	0.00
0	99.47	0.16	0.00
0	98.89	0.21	0.00
0	98.21	0.29	0.00
0	97.46	0.41	0.00
0	97.38	0.44	0.00
0	97.74	0.40	0.00
0	98.32	0.30	0.00
0	98.38	0.31	0.00
0	97.84	0.47	0.00
0	96.92	0.27	0.00
0	95.93	0.07	0.00
0	95.14	0.03	0.00
0	94.24	0.02	0.00
0	93.42	0.03	0.00
0	92.78	0.04	0.00
0	92.74	0.07	0.00
0	93.03	0.12	0.00
0	93.38	0.18	0.00
0	93.54	0.22	0.00
0	93.86	0.28	0.00
0	94.29	0.35	0.00
0	94.68	0.42	0.00
0	94.60	0.44	0.00
0	94.37	0.43	0.00
0	94.67	0.50	0.00
0	96.04	0.25	0.00
0	98.22	0.04	0.00
0	99.98	0.01	0.01
0	100.22	0.03	0.01
0	98.53	0.13	0.00
0	95.83	0.38	0.00
0	93.58	0.33	0.00
0	92.59	0.22	0.00
0	92.30	0.19	0.00
Counter: 366
